DATE,merissa_dist,merissa_steps,sheridan_dist,sheridan_steps,tova_dist,tova_steps,temp
2019-07-28,4.8519643839999995,11699.0,1.432189387,2825.0,3.2282346098765498,7269.0,88
2019-07-29,4.81644953,11579.49448,1.8962413340000002,4086.0,5.2097376628521515,12790.0,90
2019-07-30,5.542659555,13335.64505,1.720274638,4360.622206,1.97287472153689,4840.0,92
2019-07-31,3.578306892,8700.0,3.133247941,7473.424905,0.367357383685771,897.0,87
2019-08-01,1.646473024,3825.595925,2.099564132,5314.0,0.329221098783008,754.0,87
2019-08-02,2.946945537,6817.0,4.076916545,9788.274725,0.230692131841069,528.0,84
2019-08-03,2.641415581,6338.313797999999,1.314915714,2938.0,0.0492125984251679,110.0,86
2019-08-04,5.318182731,12776.6862,4.68165898,11191.0,0.11475483178235,258.0,87
2019-08-05,1.998113117,4638.0,1.3914962430000002,3154.627751,0.208165563111724,476.0,82
2019-08-06,3.109820028,7431.0,1.5367611730000001,3885.116324,1.30064175216723,3092.0,79
2019-08-07,1.3483521809999999,3290.0,0.506521274,1083.8469929999999,2.94291401146873,6788.0,84
2019-08-08,8.178146284,20055.0,1.088063008,2602.0,0.7375613914736429,1677.0,84
2019-08-09,7.356959525,17787.0,3.307076292,7415.0,2.5108968564692,5550.0,83
2019-08-10,0.05419482,107.7229324,3.1549363489999998,7356.689986,0.0203374791219164,52.0,81
2019-08-11,4.123438276,9558.834726000001,2.296098278,5287.0,0.0709978724251159,165.0,80
2019-08-12,5.714929403999999,13143.0,1.502640065,3563.577842,3.4864078004172097,9319.0,85
2019-08-13,2.38362586,4617.0,0.275459477,700.0,4.0184434344025695,9479.0,79
2019-08-14,5.667853766,13201.0,0.9793026570000001,2209.0,3.1784216026384504,7732.0,84
2019-08-15,4.136805862,10053.705329999999,3.6483983560000004,8408.851372,2.8448199178020697,7190.0,85
2019-08-16,1.1329237159999999,2625.0,4.570041348,9069.0,0.122043515867283,268.0,79
2019-08-17,2.870359366,6751.631882,4.227528068,8986.0,0.14054886711380402,316.0,87
2019-08-18,2.9477620360000003,6559.317290999999,5.560157648,12367.20759,2.36278809018329,5740.0,90
2019-08-19,4.72592496,11105.0,0.923590647,2185.736915,2.95998994339534,7111.0,90
2019-08-20,5.791350512999999,14008.0,1.966205265,4356.0,4.96106538837179,11220.0,88
2019-08-21,4.583133436000001,10788.0,5.185616423,12595.0,3.73218842101524,9334.0,87
2019-08-22,4.669610016,9765.0,1.815956649,4206.831096,2.84486722540219,6526.0,90
2019-08-23,3.637965358,8924.0,2.285098586,5333.521377,0.8442694663167649,1990.0,74
2019-08-24,2.76246973,6506.16109,1.5875760819999998,3658.4786229999995,0.200050455340564,463.0,76
2019-08-25,2.785872912,5865.0,5.437290803,13559.63289,1.7727118727823898,4330.0,77
2019-08-26,5.392165573,12792.0,2.735964773,6453.8663670000005,1.3902079611033002,3076.0,74
2019-08-27,6.846078662,16284.0,0.492383859,981.7786127999999,1.2296190248957,2626.0,75
2019-08-28,6.949179541,17066.0,5.630299409,13468.15545,1.86677375171986,4206.0,74
2019-08-29,5.486802561,12974.0,2.791039272,5904.670857,1.5355701109524098,3545.0,81
2019-08-30,7.924693761,18553.70245,3.146848803,7572.0,0.797782774850689,1801.0,86
2019-08-31,10.66925922,22919.042709999998,2.969463391,7099.0,0.0948958084786853,227.0,81
2019-09-01,7.065463192,16195.62879,3.6378106789999998,8804.398544,1.93481311084903,4849.0,78
2019-09-02,12.57047414,29618.37121,0.23151112100000001,451.1322454,0.157747504573651,349.0,74
2019-09-03,3.6128924380000003,8568.0,1.9512450319999999,4091.167586,2.62276430645137,5796.0,82
2019-09-04,5.861852565,14199.0,3.146460189,6919.913895000001,1.3705045781124898,3026.0,87
2019-09-05,3.1793800780000003,7437.0,2.299684363,4869.0,0.382255130039944,866.0,74
2019-09-06,1.113628837,2598.0,3.4458963239999996,8251.794990999999,0.20993025729744105,469.0,67
2019-09-07,0.566249334,1122.0,0.608230051,1344.43536,0.0855876680186922,191.0,75
2019-09-08,1.851890576,4248.495207,1.314628662,3095.0,2.08106098849015,4950.0,77
2019-09-09,1.042321305,2427.0,2.873705986,6900.0,0.98243918716373,2205.0,78
2019-09-10,4.833811321000001,11518.26816,0.914944313,2174.0,3.66294629377064,8100.0,76
2019-09-11,1.941624161,4549.0,0.105302639,210.0,1.66122264478484,3785.0,88
2019-09-12,6.748680104,15708.675480000002,4.729269887,11366.51165,0.8781868917324119,1956.0,81
2019-09-13,3.344054476,7855.324521,0.7491603520000001,1769.0,0.851809205682403,2022.0,72
2019-09-14,0.539613577,1222.0,0.34574882700000004,812.1509962,0.2228061216157,591.0,74
2019-09-15,1.762706536,3311.0,2.512460016,5630.14318,0.448878549271758,1043.0,82
2019-09-16,3.47188405,8106.0,2.595160525,6288.0,1.04648634625011,2497.0,77
2019-09-17,6.116673808,14124.0,3.2787895430000003,7914.6170409999995,4.079145773186911,9644.0,76
2019-09-18,5.49891869,12910.8186,5.060275323,12555.0,1.3587398721560202,2971.0,69
2019-09-19,5.233543259,11940.1814,6.36754486,15258.86646,0.863386908011029,2014.0,70
2019-09-20,5.065800858,11820.0,6.54924778,16282.75689,0.6725392696865741,1549.0,78
2019-09-21,7.10445677,16971.41044,7.08987375,17485.0,0.429690606855828,1048.0,84
2019-09-22,8.972849141000001,21470.00156,9.146966981,22899.0,0.44512051058026897,1075.0,86
2019-09-23,4.143929621,9827.0,3.8176923389999997,9320.0,0.432238228744421,965.0,89
2019-09-24,5.455586156,12585.80948,5.210316483,12526.85879,0.864709203925713,1993.0,76
2019-09-25,5.696419591000001,13529.8546,7.086690193,17232.89413,0.9938717800209592,2297.0,79
2019-09-26,1.598347035,3712.0,9.61194964,23295.0,1.3250052597475,3234.0,83
2019-09-27,3.8721749739999995,9000.0,2.921328272,7208.661437000001,1.15780200138394,2846.0,76
2019-09-28,5.8162523639999995,13576.0,1.927404857,4631.006638,0.540531208150842,1284.0,82
2019-09-29,2.016258173,4598.0,2.861654657,6645.323866,0.489220878747325,1303.0,80
2019-09-30,0.0,0.0,1.002215504,2403.0,0.0,0.0,71
